user_id,gender,age,age_group,body_type,region,past_purchase_history,browsing_data,accessory_type,season,footwear_type,brand,color,style,outfit_id
829,Female,32,middle-aged,Heavy,South,"['pant', 'shirt', 'hat', 'jacket', 'shoe']",ProductE,necklace,Autumn,sandals,BrandC,White,Formal,829
830,Female,59,senior,Heavy,North,"['shoe', 'pant']",ProductC,belt,Spring,flats,BrandC,Blue,Elegant,830
831,Other,65,middle-aged,Average,North,['pant'],ProductE,sunglasses,Autumn,flats,BrandC,Black,Casual,831
832,Male,26,senior,Athletic,West,"['shirt', 'hat', 'pant', 'shoe']",ProductD,watch,Spring,sandals,BrandB,Green,Formal,832
833,Female,51,senior,Athletic,North,"['hat', 'pant', 'shoe', 'shirt']",ProductD,bracelet,Winter,sandals,BrandA,White,Formal,833
834,Male,31,young,Average,South,"['shoe', 'hat', 'shirt', 'jacket']",ProductD,belt,Winter,sandals,BrandB,Blue,Sporty,834
835,Male,26,middle-aged,Athletic,East,"['shirt', 'jacket', 'shoe']",ProductD,watch,Autumn,sneakers,BrandA,White,Formal,835
836,Female,29,middle-aged,Slim,South,['jacket'],ProductC,necklace,Autumn,heels,BrandD,White,Sporty,836
837,Male,57,middle-aged,Heavy,North,"['pant', 'shoe', 'jacket', 'hat', 'shirt']",ProductC,necklace,Winter,sneakers,BrandD,White,Sporty,837
838,Female,58,senior,Average,East,"['hat', 'shirt', 'jacket', 'shoe']",ProductE,necklace,Summer,heels,BrandA,White,Formal,838
839,Other,43,senior,Athletic,East,"['jacket', 'shoe', 'hat', 'shirt']",ProductC,belt,Autumn,sandals,BrandD,White,Elegant,839
840,Other,54,middle-aged,Average,East,"['pant', 'shirt']",ProductB,bracelet,Spring,sandals,BrandC,White,Sporty,840
841,Male,29,senior,Slim,South,"['shoe', 'pant']",ProductA,belt,Summer,boots,BrandA,Green,Casual,841
842,Male,49,middle-aged,Heavy,South,"['jacket', 'pant']",ProductB,bracelet,Summer,sandals,BrandD,White,Casual,842
843,Male,27,middle-aged,Average,North,"['shirt', 'pant', 'shoe', 'jacket']",ProductB,necklace,Autumn,sandals,BrandA,Black,Formal,843
844,Other,52,senior,Heavy,West,"['hat', 'jacket', 'shirt', 'pant']",ProductD,belt,Spring,heels,BrandA,Black,Elegant,844
845,Female,57,middle-aged,Slim,East,['jacket'],ProductC,necklace,Winter,sandals,BrandC,Green,Casual,845
846,Male,52,middle-aged,Slim,West,"['shoe', 'jacket', 'shirt']",ProductA,sunglasses,Spring,sandals,BrandB,Blue,Elegant,846
847,Male,31,middle-aged,Average,East,"['shoe', 'hat', 'shirt']",ProductA,bracelet,Spring,flats,BrandD,Blue,Elegant,847
848,Female,22,young,Slim,North,['shirt'],ProductB,belt,Spring,boots,BrandC,Red,Elegant,848
849,Other,20,young,Athletic,East,"['jacket', 'hat']",ProductD,belt,Autumn,sandals,BrandB,Red,Sporty,849
850,Male,33,middle-aged,Average,East,"['shirt', 'hat']",ProductD,belt,Autumn,heels,BrandA,Green,Casual,850
851,Female,35,young,Average,North,"['pant', 'hat']",ProductE,necklace,Summer,sneakers,BrandB,White,Sporty,851
852,Other,53,senior,Athletic,South,['shoe'],ProductE,watch,Winter,heels,BrandA,White,Sporty,852
853,Female,48,middle-aged,Heavy,South,"['jacket', 'pant', 'shoe', 'hat', 'shirt']",ProductB,sunglasses,Autumn,flats,BrandC,Black,Formal,853
854,Other,19,middle-aged,Average,North,"['pant', 'shirt']",ProductC,watch,Autumn,sneakers,BrandB,Black,Elegant,854
855,Female,61,senior,Heavy,East,"['pant', 'shirt']",ProductC,watch,Winter,sneakers,BrandA,White,Sporty,855
856,Other,30,middle-aged,Athletic,East,"['pant', 'jacket']",ProductB,bracelet,Summer,sneakers,BrandB,Blue,Casual,856
857,Female,67,middle-aged,Slim,West,"['shirt', 'pant', 'shoe']",ProductD,bracelet,Spring,sandals,BrandD,Green,Casual,857
858,Male,26,young,Average,East,"['shirt', 'pant', 'shoe']",ProductA,necklace,Winter,sneakers,BrandD,Blue,Casual,858
859,Other,33,middle-aged,Heavy,South,"['shirt', 'shoe']",ProductB,bracelet,Summer,sandals,BrandD,White,Casual,859
860,Female,41,senior,Average,East,"['shoe', 'jacket', 'pant']",ProductB,watch,Spring,boots,BrandC,White,Formal,860
861,Male,43,senior,Heavy,South,"['shoe', 'pant']",ProductB,necklace,Spring,boots,BrandC,Red,Casual,861
862,Other,22,senior,Slim,East,"['shirt', 'hat', 'shoe']",ProductD,belt,Spring,heels,BrandB,Blue,Sporty,862
863,Male,59,senior,Heavy,North,"['pant', 'hat', 'shoe', 'jacket', 'shirt']",ProductC,belt,Spring,sneakers,BrandB,Blue,Casual,863
864,Other,22,middle-aged,Athletic,North,"['jacket', 'shoe', 'pant']",ProductA,necklace,Summer,sneakers,BrandA,Red,Sporty,864
865,Male,63,senior,Slim,West,"['shirt', 'shoe', 'jacket', 'pant']",ProductC,sunglasses,Winter,flats,BrandC,Blue,Elegant,865
866,Other,41,middle-aged,Heavy,West,"['shoe', 'hat', 'shirt', 'pant']",ProductB,watch,Winter,boots,BrandC,Green,Formal,866
867,Female,38,middle-aged,Athletic,East,['jacket'],ProductC,belt,Summer,boots,BrandA,White,Sporty,867
868,Other,60,middle-aged,Heavy,West,"['shirt', 'pant']",ProductC,bracelet,Winter,flats,BrandB,Red,Elegant,868
869,Female,65,middle-aged,Heavy,West,"['pant', 'jacket', 'shoe']",ProductD,belt,Spring,sandals,BrandA,Blue,Casual,869
870,Other,57,middle-aged,Athletic,North,"['jacket', 'shirt', 'shoe', 'pant']",ProductE,sunglasses,Winter,heels,BrandB,Green,Formal,870
871,Female,38,senior,Slim,North,"['pant', 'shirt', 'shoe', 'jacket', 'hat']",ProductD,watch,Autumn,heels,BrandD,Green,Sporty,871
872,Female,69,middle-aged,Slim,North,['shirt'],ProductE,bracelet,Spring,heels,BrandC,Blue,Elegant,872
873,Female,46,middle-aged,Average,North,"['shirt', 'shoe', 'hat', 'pant', 'jacket']",ProductE,belt,Summer,sandals,BrandD,White,Formal,873
874,Male,37,middle-aged,Slim,South,"['jacket', 'shoe', 'pant', 'shirt', 'hat']",ProductB,necklace,Autumn,flats,BrandB,Blue,Casual,874
875,Male,48,middle-aged,Athletic,West,"['pant', 'shoe', 'hat']",ProductD,bracelet,Winter,heels,BrandC,Black,Casual,875
876,Other,21,young,Average,North,['shoe'],ProductD,bracelet,Spring,boots,BrandC,Red,Sporty,876
877,Other,21,young,Slim,East,"['jacket', 'hat']",ProductB,sunglasses,Autumn,sandals,BrandD,White,Formal,877
878,Male,36,young,Slim,South,"['jacket', 'pant', 'hat']",ProductE,necklace,Spring,sandals,BrandC,Black,Sporty,878
879,Male,53,young,Heavy,South,"['shoe', 'shirt', 'hat', 'pant']",ProductC,necklace,Summer,sandals,BrandC,White,Formal,879
880,Other,19,middle-aged,Average,South,"['shoe', 'hat', 'jacket']",ProductC,belt,Spring,sandals,BrandC,Red,Formal,880
881,Male,48,middle-aged,Athletic,South,"['pant', 'shirt', 'hat', 'shoe', 'jacket']",ProductC,watch,Winter,flats,BrandD,Red,Formal,881
882,Male,52,young,Average,East,['shoe'],ProductE,sunglasses,Spring,boots,BrandB,Black,Elegant,882
883,Female,31,middle-aged,Heavy,East,"['shirt', 'hat', 'pant', 'jacket', 'shoe']",ProductA,belt,Summer,flats,BrandB,Black,Formal,883
884,Male,68,young,Average,South,"['jacket', 'shirt', 'pant']",ProductB,watch,Spring,sneakers,BrandA,Red,Formal,884
885,Other,53,middle-aged,Heavy,South,"['hat', 'shirt', 'pant', 'shoe']",ProductE,belt,Autumn,sneakers,BrandB,Blue,Elegant,885
886,Female,50,young,Heavy,East,"['shirt', 'hat', 'jacket', 'pant']",ProductC,belt,Spring,sandals,BrandB,Black,Elegant,886
887,Other,54,senior,Heavy,East,"['pant', 'shirt']",ProductE,belt,Spring,sneakers,BrandA,Black,Casual,887
888,Female,27,middle-aged,Slim,North,"['jacket', 'shoe', 'pant']",ProductA,watch,Autumn,flats,BrandD,Black,Casual,888
889,Other,55,young,Average,South,['jacket'],ProductE,sunglasses,Summer,sandals,BrandD,White,Casual,889
890,Female,69,senior,Heavy,East,"['jacket', 'pant', 'hat', 'shirt']",ProductD,necklace,Spring,boots,BrandB,White,Elegant,890
891,Male,32,middle-aged,Average,North,"['pant', 'shoe']",ProductC,necklace,Summer,heels,BrandA,Red,Casual,891
892,Male,49,middle-aged,Slim,East,['jacket'],ProductD,bracelet,Summer,sandals,BrandA,Red,Formal,892
893,Male,16,senior,Heavy,East,"['hat', 'shirt', 'shoe', 'jacket', 'pant']",ProductE,belt,Spring,flats,BrandD,White,Casual,893
894,Female,17,senior,Average,North,"['shoe', 'jacket', 'hat']",ProductC,belt,Autumn,heels,BrandC,Red,Sporty,894
895,Other,61,middle-aged,Slim,North,"['hat', 'shoe', 'pant', 'jacket']",ProductE,necklace,Winter,flats,BrandA,Red,Casual,895
896,Male,53,middle-aged,Average,South,"['hat', 'pant', 'jacket', 'shoe', 'shirt']",ProductC,bracelet,Autumn,sandals,BrandD,Red,Elegant,896
897,Other,26,senior,Athletic,West,['shoe'],ProductD,belt,Summer,flats,BrandB,White,Formal,897
898,Other,30,middle-aged,Heavy,South,['pant'],ProductD,watch,Spring,sneakers,BrandC,Green,Elegant,898
899,Other,67,middle-aged,Slim,South,"['hat', 'shirt', 'shoe', 'jacket']",ProductD,bracelet,Summer,sneakers,BrandD,Blue,Casual,899
900,Other,66,middle-aged,Heavy,East,"['hat', 'shoe', 'pant']",ProductA,watch,Autumn,sandals,BrandD,Blue,Casual,900
901,Male,69,senior,Athletic,East,"['jacket', 'shirt']",ProductA,watch,Autumn,boots,BrandA,Red,Sporty,901
902,Male,69,young,Average,West,['hat'],ProductC,sunglasses,Summer,heels,BrandD,Black,Formal,902
903,Other,27,senior,Athletic,South,"['jacket', 'shoe', 'shirt', 'pant', 'hat']",ProductD,sunglasses,Winter,flats,BrandC,Black,Elegant,903
904,Male,26,middle-aged,Heavy,South,"['jacket', 'pant']",ProductC,belt,Autumn,boots,BrandA,Green,Elegant,904
905,Female,62,senior,Average,East,"['jacket', 'pant', 'hat', 'shirt', 'shoe']",ProductB,watch,Spring,sneakers,BrandB,Black,Casual,905
906,Other,56,middle-aged,Average,East,"['hat', 'shoe']",ProductA,bracelet,Spring,flats,BrandB,Blue,Sporty,906
907,Other,34,middle-aged,Heavy,South,"['hat', 'shirt', 'shoe', 'pant', 'jacket']",ProductB,necklace,Autumn,boots,BrandA,Blue,Casual,907
908,Other,30,young,Athletic,East,"['shoe', 'pant', 'shirt', 'hat', 'jacket']",ProductB,watch,Winter,sneakers,BrandB,Green,Casual,908
909,Male,53,senior,Athletic,South,"['hat', 'jacket', 'shirt']",ProductD,bracelet,Winter,boots,BrandD,Black,Sporty,909
910,Male,64,senior,Athletic,South,"['hat', 'shoe', 'jacket', 'shirt', 'pant']",ProductC,belt,Summer,boots,BrandB,Blue,Elegant,910
911,Female,50,senior,Athletic,North,"['hat', 'jacket']",ProductA,belt,Spring,sneakers,BrandD,Red,Formal,911
912,Other,43,senior,Slim,East,"['jacket', 'pant', 'shirt']",ProductB,watch,Summer,heels,BrandD,Black,Sporty,912
913,Male,27,senior,Heavy,North,"['pant', 'shoe', 'jacket', 'hat', 'shirt']",ProductC,bracelet,Autumn,flats,BrandD,Blue,Formal,913
914,Other,19,senior,Slim,North,"['shirt', 'jacket', 'hat', 'shoe']",ProductE,watch,Spring,sneakers,BrandB,Red,Elegant,914
915,Female,36,senior,Average,North,"['pant', 'shirt']",ProductE,belt,Spring,flats,BrandC,Blue,Formal,915
916,Male,34,senior,Athletic,East,"['hat', 'shirt', 'shoe', 'pant']",ProductE,belt,Spring,sandals,BrandB,Black,Elegant,916
917,Female,54,young,Average,South,"['hat', 'shoe', 'jacket']",ProductC,bracelet,Autumn,flats,BrandC,Red,Formal,917
918,Female,20,senior,Athletic,West,"['shoe', 'pant', 'hat']",ProductA,sunglasses,Winter,sandals,BrandA,Black,Formal,918
919,Female,70,middle-aged,Heavy,North,['jacket'],ProductD,watch,Winter,boots,BrandD,Black,Formal,919
920,Male,31,senior,Average,East,"['jacket', 'hat', 'shirt']",ProductB,belt,Autumn,boots,BrandD,Green,Casual,920
921,Other,23,senior,Heavy,West,"['shirt', 'jacket', 'shoe']",ProductB,bracelet,Spring,flats,BrandA,Green,Formal,921
922,Female,67,young,Average,West,"['pant', 'shoe']",ProductA,bracelet,Winter,sneakers,BrandC,Green,Casual,922
923,Male,45,middle-aged,Average,North,"['shirt', 'jacket']",ProductE,belt,Autumn,sneakers,BrandC,Blue,Casual,923
924,Female,50,middle-aged,Heavy,North,['jacket'],ProductA,sunglasses,Summer,sneakers,BrandA,Red,Elegant,924
925,Female,56,senior,Heavy,South,['shoe'],ProductA,bracelet,Spring,sandals,BrandB,Black,Elegant,925
926,Other,63,middle-aged,Athletic,North,"['shoe', 'hat', 'jacket', 'pant', 'shirt']",ProductA,watch,Summer,boots,BrandA,Red,Sporty,926
927,Female,24,senior,Average,East,"['shoe', 'shirt']",ProductE,necklace,Winter,heels,BrandB,Red,Elegant,927
928,Male,49,senior,Heavy,North,"['hat', 'pant']",ProductD,belt,Summer,flats,BrandA,Black,Elegant,928
929,Male,47,senior,Average,West,"['hat', 'jacket', 'pant']",ProductA,necklace,Summer,sneakers,BrandB,Red,Formal,929
930,Other,31,senior,Average,East,"['jacket', 'shoe', 'pant']",ProductD,bracelet,Spring,sneakers,BrandD,Black,Sporty,930
931,Female,58,middle-aged,Slim,North,['shoe'],ProductA,belt,Spring,heels,BrandA,Red,Elegant,931
932,Female,15,senior,Heavy,South,"['shirt', 'jacket']",ProductA,bracelet,Winter,heels,BrandC,Green,Sporty,932
933,Other,19,senior,Athletic,South,['jacket'],ProductD,watch,Summer,boots,BrandB,Green,Sporty,933
934,Male,41,senior,Average,East,"['jacket', 'shirt', 'shoe', 'pant', 'hat']",ProductE,necklace,Summer,heels,BrandC,White,Casual,934
935,Female,59,middle-aged,Slim,North,"['pant', 'shoe']",ProductE,necklace,Winter,sneakers,BrandB,Red,Casual,935
936,Female,58,middle-aged,Average,East,"['hat', 'jacket']",ProductC,sunglasses,Winter,boots,BrandD,Green,Sporty,936
937,Other,23,senior,Heavy,North,"['shoe', 'pant', 'jacket', 'shirt', 'hat']",ProductC,belt,Summer,heels,BrandD,White,Sporty,937
938,Female,20,young,Heavy,West,"['hat', 'jacket', 'pant', 'shoe']",ProductB,necklace,Spring,heels,BrandC,White,Casual,938
939,Male,58,middle-aged,Heavy,South,['hat'],ProductC,belt,Autumn,sneakers,BrandB,White,Sporty,939
940,Other,29,middle-aged,Slim,South,"['jacket', 'pant']",ProductB,belt,Summer,sandals,BrandB,Red,Casual,940
941,Other,46,young,Slim,North,"['jacket', 'shoe', 'hat']",ProductD,necklace,Autumn,flats,BrandA,Green,Casual,941
942,Other,56,middle-aged,Average,South,['hat'],ProductE,sunglasses,Autumn,boots,BrandC,White,Formal,942
943,Other,32,senior,Heavy,South,"['pant', 'hat', 'jacket', 'shirt']",ProductE,necklace,Winter,flats,BrandD,Red,Casual,943
944,Male,58,middle-aged,Average,West,"['hat', 'shoe', 'jacket', 'shirt']",ProductC,necklace,Autumn,boots,BrandD,Black,Casual,944
945,Male,52,middle-aged,Athletic,North,"['shoe', 'shirt', 'jacket', 'hat']",ProductC,belt,Winter,boots,BrandA,White,Sporty,945
946,Female,47,middle-aged,Heavy,West,"['hat', 'jacket', 'shirt', 'pant', 'shoe']",ProductC,watch,Winter,sneakers,BrandC,Blue,Elegant,946
947,Other,47,young,Heavy,South,"['jacket', 'pant', 'shoe']",ProductD,watch,Autumn,boots,BrandC,White,Elegant,947
948,Female,28,middle-aged,Athletic,East,"['pant', 'hat', 'shoe', 'jacket']",ProductC,watch,Spring,heels,BrandC,Green,Formal,948
949,Male,59,senior,Slim,North,"['shirt', 'jacket', 'hat']",ProductE,belt,Summer,boots,BrandC,Green,Formal,949
950,Male,42,senior,Heavy,South,"['pant', 'hat', 'shirt', 'jacket']",ProductC,necklace,Spring,sneakers,BrandB,Green,Sporty,950
951,Other,16,senior,Slim,East,"['shirt', 'shoe', 'pant', 'jacket', 'hat']",ProductA,sunglasses,Autumn,heels,BrandB,Red,Casual,951
952,Other,34,middle-aged,Average,North,"['shirt', 'hat', 'pant', 'jacket', 'shoe']",ProductE,sunglasses,Winter,flats,BrandD,Red,Formal,952
953,Male,54,senior,Athletic,North,['hat'],ProductD,belt,Summer,flats,BrandB,Green,Elegant,953
954,Female,42,middle-aged,Average,South,"['shirt', 'jacket', 'shoe', 'hat', 'pant']",ProductE,belt,Autumn,sneakers,BrandA,Green,Formal,954
955,Female,64,young,Heavy,West,"['shoe', 'jacket', 'shirt', 'pant', 'hat']",ProductC,bracelet,Winter,sneakers,BrandA,Green,Sporty,955
956,Male,50,middle-aged,Heavy,East,['shoe'],ProductA,watch,Winter,sneakers,BrandA,Black,Elegant,956
957,Female,22,young,Average,South,"['shirt', 'jacket', 'hat']",ProductE,bracelet,Winter,sandals,BrandD,Red,Casual,957
958,Male,70,middle-aged,Slim,West,['jacket'],ProductA,necklace,Spring,sandals,BrandD,Green,Sporty,958
959,Male,23,senior,Slim,South,"['hat', 'jacket', 'shoe', 'shirt', 'pant']",ProductB,necklace,Autumn,sneakers,BrandD,Blue,Formal,959
960,Male,48,young,Athletic,South,"['pant', 'shirt', 'hat']",ProductE,bracelet,Summer,flats,BrandC,Red,Casual,960
961,Other,38,middle-aged,Athletic,North,"['hat', 'pant']",ProductE,watch,Spring,heels,BrandA,Black,Formal,961
962,Other,45,senior,Slim,North,['shoe'],ProductE,bracelet,Summer,flats,BrandC,Blue,Sporty,962
963,Other,39,senior,Average,North,"['shirt', 'pant', 'hat', 'jacket', 'shoe']",ProductA,watch,Autumn,flats,BrandD,Blue,Sporty,963
964,Other,49,senior,Heavy,West,"['pant', 'hat', 'jacket']",ProductC,belt,Autumn,heels,BrandB,Green,Sporty,964
965,Male,51,senior,Heavy,East,"['jacket', 'pant', 'hat', 'shoe', 'shirt']",ProductE,belt,Winter,boots,BrandB,Blue,Casual,965
966,Other,50,middle-aged,Heavy,South,['jacket'],ProductC,bracelet,Summer,sneakers,BrandC,White,Casual,966
967,Male,44,young,Slim,South,"['hat', 'shoe', 'pant']",ProductE,belt,Summer,heels,BrandD,Blue,Formal,967
968,Other,38,senior,Average,North,"['jacket', 'hat', 'shoe', 'shirt']",ProductB,bracelet,Summer,boots,BrandA,Black,Elegant,968
969,Female,43,senior,Slim,North,"['pant', 'jacket']",ProductD,belt,Summer,flats,BrandB,Blue,Formal,969
970,Male,68,middle-aged,Slim,South,['hat'],ProductA,watch,Winter,sneakers,BrandC,White,Formal,970
971,Female,69,young,Slim,East,"['pant', 'shoe', 'shirt']",ProductB,bracelet,Summer,sandals,BrandD,Black,Sporty,971
972,Male,65,middle-aged,Slim,East,"['hat', 'shoe', 'pant', 'jacket', 'shirt']",ProductA,necklace,Autumn,flats,BrandC,Blue,Casual,972
973,Male,51,middle-aged,Athletic,North,['pant'],ProductC,necklace,Spring,sandals,BrandA,White,Formal,973
974,Other,21,middle-aged,Slim,South,"['shoe', 'pant', 'shirt']",ProductA,sunglasses,Summer,flats,BrandD,White,Casual,974
975,Other,65,senior,Heavy,West,"['pant', 'jacket']",ProductE,belt,Autumn,flats,BrandB,Blue,Formal,975
976,Other,45,young,Average,East,['pant'],ProductD,bracelet,Summer,heels,BrandA,Blue,Formal,976
977,Other,55,middle-aged,Average,East,"['shirt', 'jacket', 'pant']",ProductA,necklace,Spring,sandals,BrandC,Black,Elegant,977
978,Female,22,senior,Slim,East,"['jacket', 'pant', 'shoe']",ProductC,bracelet,Summer,boots,BrandC,White,Sporty,978
979,Male,17,senior,Slim,West,"['pant', 'jacket', 'shirt', 'hat']",ProductD,bracelet,Summer,sandals,BrandA,White,Sporty,979
980,Female,57,senior,Athletic,South,"['hat', 'jacket', 'shirt']",ProductA,belt,Winter,heels,BrandA,White,Elegant,980
981,Male,40,middle-aged,Athletic,West,"['pant', 'shoe', 'shirt', 'jacket']",ProductD,sunglasses,Winter,sneakers,BrandB,White,Casual,981
982,Male,37,middle-aged,Average,South,['pant'],ProductA,belt,Spring,sneakers,BrandD,Red,Casual,982
983,Male,36,middle-aged,Athletic,North,"['pant', 'shoe', 'jacket']",ProductC,necklace,Autumn,heels,BrandD,Black,Casual,983
984,Other,56,middle-aged,Slim,North,"['jacket', 'pant', 'hat']",ProductD,watch,Autumn,boots,BrandA,Red,Casual,984
985,Female,39,senior,Athletic,North,"['jacket', 'pant', 'hat']",ProductD,belt,Autumn,flats,BrandA,Blue,Elegant,985
986,Female,32,senior,Slim,North,"['pant', 'shirt']",ProductB,necklace,Autumn,sandals,BrandA,Black,Casual,986
987,Female,35,middle-aged,Slim,East,"['hat', 'pant']",ProductB,sunglasses,Summer,flats,BrandB,Red,Elegant,987
988,Other,38,senior,Average,East,"['shoe', 'jacket', 'hat']",ProductC,watch,Summer,boots,BrandD,Red,Sporty,988
989,Other,59,senior,Average,East,"['jacket', 'hat', 'shirt', 'pant', 'shoe']",ProductA,necklace,Autumn,heels,BrandB,Red,Formal,989
990,Female,63,senior,Heavy,South,"['hat', 'pant']",ProductE,watch,Winter,sneakers,BrandB,Blue,Sporty,990
991,Female,17,middle-aged,Heavy,South,"['shoe', 'hat', 'shirt', 'jacket']",ProductE,watch,Autumn,heels,BrandA,Green,Elegant,991
992,Other,55,middle-aged,Athletic,East,"['pant', 'shoe', 'shirt', 'hat']",ProductE,belt,Summer,boots,BrandB,Blue,Casual,992
993,Female,69,middle-aged,Heavy,South,['shoe'],ProductD,necklace,Winter,boots,BrandC,Blue,Sporty,993
994,Other,34,senior,Heavy,North,"['shoe', 'shirt', 'pant', 'hat', 'jacket']",ProductA,belt,Autumn,flats,BrandB,Black,Elegant,994
995,Other,54,senior,Heavy,North,['jacket'],ProductD,sunglasses,Summer,flats,BrandC,Blue,Formal,995
996,Other,15,middle-aged,Slim,East,"['hat', 'shoe', 'jacket', 'shirt']",ProductB,bracelet,Summer,flats,BrandB,White,Formal,996
997,Female,61,young,Average,South,"['hat', 'shirt', 'jacket', 'shoe']",ProductC,bracelet,Summer,heels,BrandA,Blue,Sporty,997
998,Other,18,middle-aged,Average,West,"['pant', 'jacket', 'shoe']",ProductD,watch,Winter,heels,BrandC,Green,Casual,998
999,Female,63,senior,Average,East,['pant'],ProductE,necklace,Spring,flats,BrandD,Black,Sporty,999
1000,Female,18,middle-aged,Heavy,East,['shoe'],ProductD,bracelet,Autumn,heels,BrandD,Black,Formal,1000
